ds,yhat,STATE_ALPHA,y,residual,percentage_error
2018-01-01,83093.17649622553,OR,75000.0,8093.176496225526,10.790901994967369
2019-01-01,85298.32607581932,OR,85000.0,298.326075819321,0.3509718539050835
2020-01-01,87457.5026635257,OR,100000.0,12542.497336474305,12.542497336474307
2021-01-01,88276.33579645575,OR,95000.0,6723.664203544249,7.077541266888683
2022-01-01,90558.22752465396,OR,75000.0,15558.227524653965,20.744303366205287
2016-01-01,1365088.710742734,PA,1400000.0,34911.28925726609,2.4936635183761493
2017-01-01,1349837.063652176,PA,1350000.0,162.9363478240557,0.0120693590980782
2018-01-01,1346575.3510433154,PA,1300000.0,46575.35104331537,3.5827193110242592
2019-01-01,1342343.2943004975,PA,1450000.0,107656.70569950249,7.424600393069138
2020-01-01,1337152.12022576,PA,1500000.0,162847.87977424008,10.85652531828267
2021-01-01,1322070.244701231,PA,1330000.0,7929.7552987691015,0.5962222029149701
2022-01-01,1318732.5400324704,PA,1180000.0,138732.54003247037,11.756994918005963
2016-01-01,1708.2800493917937,RI,2000.0,291.7199506082063,14.585997530410316
2017-01-01,1718.1900622109945,RI,2000.0,281.8099377890055,14.090496889450277
2018-01-01,1659.7684449746555,RI,2000.0,340.2315550253445,17.011577751267225
2019-01-01,1600.9906248760778,RI,2000.0,399.00937512392215,19.95046875619611
2020-01-01,1541.9667419793925,RI,2000.0,458.0332580206075,22.901662901030377
2021-01-01,1546.7301622294751,RI,2000.0,453.2698377705249,22.663491888526245
2022-01-01,1489.903652764743,RI,2000.0,510.0963472352571,25.504817361762854
2016-01-01,332308.72100159497,SC,375000.0,42691.27899840503,11.384341066241342
2017-01-01,334408.8444404686,SC,350000.0,15591.155559531413,4.454615874151832
2018-01-01,335356.83711830113,SC,340000.0,4643.162881698867,1.3656361416761373
2019-01-01,336065.0284790927,SC,380000.0,43934.971520907304,11.56183461076508
2020-01-01,336531.59028595936,SC,390000.0,53468.40971404064,13.709848644625804
2021-01-01,338644.9161155635,SC,400000.0,61355.08388443652,15.338770971109131
2022-01-01,339591.5159883334,SC,320000.0,19591.515988333384,6.122348746354183
2016-01-01,5906420.055392503,SD,5600000.0,306420.0553925028,5.47178670343755
2017-01-01,5985832.724318757,SD,5700000.0,285832.7243187567,5.0146091985746795
2018-01-01,6115889.284569941,SD,5300000.0,815889.2845699415,15.394137444715877
2019-01-01,6242238.52412936,SD,4350000.0,1892238.52412936,43.49973618688184
2020-01-01,6364628.237533144,SD,4900000.0,1464628.2375331437,29.890372194553954
2021-01-01,6441348.933130187,SD,6150000.0,291348.933130187,4.737381026507105
2022-01-01,6572619.438839418,SD,5750000.0,822619.4388394179,14.306425023294226
2016-01-01,881643.7504664954,TN,880000.0,1643.750466495403,0.18678982573811398
2017-01-01,860906.5404139061,TN,750000.0,110906.5404139061,14.787538721854146
2018-01-01,885491.157355184,TN,720000.0,165491.15735518397,22.984882965997773
2019-01-01,909801.06379902,TN,970000.0,60198.93620097998,6.206075897008246
2020-01-01,933795.6024767136,TN,860000.0,73795.6024767136,8.580884008920185
2021-01-01,911088.1037047396,TN,1010000.0,98911.8962952604,9.793257058936673
2022-01-01,936364.8984421578,TN,850000.0,86364.89844215778,10.16057628731268
2016-01-01,2222930.833026172,TX,2900000.0,677069.1669738279,23.347212654269928
2017-01-01,2246299.818082258,TX,2450000.0,203700.1819177419,8.31429313949967
2018-01-01,2260150.4706018385,TX,2200000.0,60150.47060183855,2.7341123000835705
2019-01-01,2272357.041456346,TX,2500000.0,227642.95854365407,9.105718341746162
2020-01-01,2282890.72558789,TX,2250000.0,32890.72558789002,1.4618100261284452
2021-01-01,2306483.3790547964,TX,2150000.0,156483.37905479642,7.2782967002230885
2022-01-01,2320302.4953985754,TX,2150000.0,170302.49539857544,7.92104629760816
2016-01-01,80044.51409699823,UT,80000.0,44.51409699823125,0.05564262124778907
2017-01-01,79422.25206640363,UT,80000.0,577.7479335963726,0.7221849169954658
2018-01-01,81310.48455481317,UT,70000.0,11310.48455481317,16.15783507830453
2019-01-01,83161.93660638356,UT,85000.0,1838.0633936164377,2.1624275219016913
2020-01-01,84973.29614687785,UT,85000.0,26.703853122147848,0.031416297790762174
2021-01-01,84238.42617655983,UT,70000.0,14238.426176559835,20.340608823656908
2022-01-01,86167.57801984862,UT,70000.0,16167.578019848617,23.096540028355168
2016-01-01,87281.96267466045,VT,90000.0,2718.037325339552,3.0200414725995017
2017-01-01,87133.59156611413,VT,82000.0,5133.5915661141335,6.260477519651382
2018-01-01,86310.76755192949,VT,85000.0,1310.7675519294862,1.542079472858219
2019-01-01,85428.82256213985,VT,81000.0,4428.822562139845,5.46768217548129
2020-01-01,84489.47554515558,VT,85000.0,510.52445484441705,0.6006170056993142
2021-01-01,84323.32744472627,VT,85000.0,676.6725552737335,0.7960853591455687
2022-01-01,83504.42917604523,VT,90000.0,6495.570823954768,7.217300915505296
2016-01-01,493537.0220872953,VA,490000.0,3537.022087295307,0.7218412423051647
2017-01-01,486814.1216919422,VA,500000.0,13185.878308057785,2.637175661611557
2018-01-01,489435.3664547925,VA,485000.0,4435.3664547925,0.914508547379897
2019-01-01,491716.6197703873,VA,540000.0,48283.380229612696,8.941366709187536
2020-01-01,493655.07953868416,VA,560000.0,66344.92046131584,11.847307225234971
2021-01-01,486930.5640015552,VA,510000.0,23069.435998444795,4.523418823224469
2022-01-01,489552.4287513152,VA,480000.0,9552.428751315223,1.9900893231906716
2016-01-01,201048.37465636476,WA,170000.0,31048.37465636476,18.26374979786162
2017-01-01,201023.50532880725,WA,170000.0,31023.505328807252,18.249120781651325
2018-01-01,205637.1923119777,WA,165000.0,40637.192311977706,24.628601401198612
2019-01-01,210146.1310215843,WA,175000.0,35146.1310215843,20.08350344090531
2020-01-01,214541.83708038335,WA,195000.0,19541.837080383353,10.021454913017104
2021-01-01,214292.2075812657,WA,165000.0,49292.20758126571,29.8740652007671
2022-01-01,218990.2308883257,WA,140000.0,78990.23088832569,56.421593491661206
2016-01-01,46279.08697937984,WV,49000.0,2720.913020620159,5.552883715551345
2017-01-01,43619.64994336823,WV,50000.0,6380.350056631767,12.760700113263535
2018-01-01,43789.92549954527,WV,46000.0,2210.074500454728,4.804509783597235
2019-01-01,43912.45458305947,WV,52000.0,8087.5454169405275,15.55297195565486
2020-01-01,43987.56184674768,WV,51000.0,7012.438153252318,13.749878731867291
2021-01-01,41432.68002897668,WV,51000.0,9567.319971023317,18.75945092357513
2022-01-01,41566.56925957034,WV,46000.0,4433.430740429663,9.63789291397753
2016-01-01,4145128.260090015,WI,4050000.0,95128.2600900149,2.348845928148516
2017-01-01,4165995.507762205,WI,3900000.0,265995.50776220486,6.820397634928329
2018-01-01,4203884.209260977,WI,3900000.0,303884.2092609769,7.791902801563509
2019-01-01,4238892.950062004,WI,3800000.0,438892.9500620039,11.549814475315893
2020-01-01,4270951.080563967,WI,3950000.0,320951.0805639671,8.125343811746003
2021-01-01,4291497.401886904,WI,3950000.0,341497.4018869037,8.645503845238068
2022-01-01,4329581.492795529,WI,3950000.0,379581.49279552884,9.609658045456426
2016-01-01,99628.78835956471,WY,100000.0,371.2116404352855,0.37121164043528554
2017-01-01,93270.02832524496,WY,95000.0,1729.971674755041,1.821022815531622
2018-01-01,96216.74957465082,WY,95000.0,1216.7495746508212,1.2807890259482329
2019-01-01,99126.00392097302,WY,95000.0,4126.003920973017,4.34316202207686
2020-01-01,101993.77506102566,WY,95000.0,6993.775061025663,7.361868485290171
2021-01-01,95470.98250042078,WY,95000.0,470.98250042078143,0.49577105307450675
2022-01-01,98473.93252522164,WY,95000.0,3473.9325252216368,3.65677107918067
